Temp,Turbidity,Dissolved_O2,pH,Ammonia
25.1875,76,2.523,1.22498,inf
25.25,13,2.923,1.02524,inf
25.3125,11,3.115,1.26583,inf
25.25,10,1.433,1.60629,inf
25.25,10,2.819,1.47919,inf
25.25,9,0,1.46103,inf
25.3125,10,3.163,1.55636,inf
25.3125,7,3.075,1.61991,inf
25.3125,15,2.659,1.65623,inf
25.3125,74,2.659,2.01484,inf
25.3125,76,6.079,1.98307,inf
25.3125,78,0.2,1.94675,inf
25.3125,76,2.45,1.71978,inf
25.3125,76,2.747,1.80149,inf
25.3125,75,2.531,1.86504,inf
25.3125,74,2.659,1.85596,inf
25.3125,66,2.483,1.99215,inf
25.25,15,0.752,1.94675,inf
25.3125,60,0,1.37024,inf
25.3125,30,2.859,1.20682,inf
25.3125,26,2.883,1.10695,inf
25.3125,27,3.436,0.23991,inf
25.3125,41,2.971,1.41563,inf
25.375,43,2.883,1.51096,inf
25.3125,55,0,1.87412,inf
25.3125,60,2.723,1.86958,inf
25.3125,74,8.29,1.15234,inf
25.3125,75,3.035,1.61991,inf
25.3125,74,4.253,1.65169,inf
25.375,72,2.723,1.3884,inf
25.3125,74,2.971,1.86504,inf
25.375,73,2.587,2.01484,inf
25.3125,74,2.483,1.85142,inf
25.3125,75,3.131,1.00708,inf
25.375,76,2.707,1.33846,inf
25.375,76,3.235,1.54274,inf
25.375,77,2.531,1.79695,inf
25.375,76,0,1.0207,inf
25.375,77,0.728,1.8605,inf
25.375,77,3.099,1.78787,inf
25.3125,79,2.707,1.80603,inf
25.375,80,2.635,1.86958,inf
25.375,81,3.147,0.77103,inf
25.375,80,3.099,0.88452,inf
25.375,81,2.683,1.51096,inf
25.375,81,2.795,1.7107,inf
25.375,81,9.587,1.89228,inf
25.4375,81,2.635,1.82419,inf
25.375,82,2.595,1.77879,inf
25.375,82,2.394,1.71978,inf
25.375,82,2.523,1.72886,inf
25.375,83,0,1.73794,inf
25.375,83,2.507,1.80603,inf
25.375,82,2.659,1.99215,inf
25.375,83,1.874,1.7107,inf
25.375,83,2.499,1.87866,inf
25.375,84,2.402,1.81057,inf
25.3125,83,0,1.77425,inf
25.375,83,2.354,1.77425,inf
25.375,83,9.099,2.01938,inf
25.375,83,7.248,2.02392,inf
25.4375,83,0,1.82419,inf
25.4375,83,2.555,1.80603,inf
25.375,83,3.332,1.61083,inf
25.4375,83,2.483,1.38386,inf
25.4375,83,2.611,1.5155,inf
25.4375,85,2.539,2.04662,inf
25.375,83,2.362,1.8832,inf
25.4375,83,2.306,1.95129,inf
25.4375,83,1.882,1.98307,inf
25.375,83,0,1.16596,inf
25.4375,83,3.34,1.3884,inf
25.375,83,3.452,1.37024,inf
25.4375,82,0,0.80735,inf
25.4375,82,2.45,1.98307,inf
25.375,82,2.066,1.32938,inf
25.375,82,6.407,2.29629,inf
25.375,83,9.499,2.33261,inf
25.4375,82,2.483,-0.1641,inf
25.375,83,0,0.83004,inf
25.375,83,0,0.22175,inf
25.4375,82,20.689,1.62445,inf
25.375,82,0,1.91497,inf
25.4375,79,0,1.1932,inf
25.4375,78,2.202,0.57583,inf
25.4375,79,0,-0.04153,inf
25.4375,79,3.508,1.3884,inf
25.375,78,1.593,0.41695,inf
25.4375,78,2.466,0.76195,inf
25.4375,79,0,1.51096,inf
25.4375,79,3.291,2.21458,inf
25.375,79,2.13,1.28853,inf
25.4375,79,0,0.89813,inf
25.4375,79,2.218,1.39748,inf
25.4375,79,3.412,1.20682,inf
25.4375,79,3.38,1.62899,inf
25.4375,80,0,1.27945,inf
25.4375,80,3.572,0.57583,inf
25.4375,80,0,0.8482,inf
25.4375,80,4.06,0.71656,inf
25.4375,80,15.546,1.81965,inf
25.4375,82,12.671,2.16011,inf
25.4375,80,2.499,1.28399,inf
25.4375,80,5.823,0.31254,inf
25.4375,80,6.439,2.00576,inf
25.4375,80,4.028,2.14649,inf
25.4375,80,0.432,2.01938,inf
25.4375,80,13.127,1.96945,inf
25.4375,80,2.242,1.90136,inf
25.5,80,2.499,1.14327,inf
25.5,80,2.939,1.89228,inf
25.5,80,3.123,2.35076,inf
25.4375,80,2.026,2.13741,inf
25.5,79,3.251,1.30215,inf
25.5,79,0,0.58491,inf
25.5,80,18.902,2.16011,inf
25.5,80,3.171,1.20682,inf
25.5,82,2.539,2.30537,inf
25.5,78,2.507,1.95129,inf
25.5,78,15.691,1.67438,inf
25.5,78,2.01,1.33392,inf
25.5,82,0,1.99668,inf
25.5,82,0,1.72432,inf
25.5,82,0,1.00254,inf
25.5,81,0.961,1.74247,inf
25.5625,81,0,1.3884,inf
25.5,80,0.464,1.29761,inf
25.5,80,19.559,1.67438,inf
25.5,79,0,0.92083,inf
25.5625,79,2.33,1.2159,inf
25.5,79,2.218,1.16142,inf
25.5,76,0,1.18866,inf
25.5,76,2.499,1.86958,inf
25.5,76,0,0.89813,inf
25.5,76,3.396,0.85728,inf
25.5,78,1.345,1.95583,inf
25.5625,76,0,1.30215,inf
25.5625,76,3.596,0.41695,inf
25.5625,76,3.115,1.02524,inf
25.5625,80,2.843,1.72432,inf
25.5,81,0,1.31577,inf
25.5625,81,0,1.30215,inf
25.5625,80,3.283,1.63807,inf
25.5625,81,10.164,2.21912,inf
25.5625,79,1.682,0.82096,inf
25.5625,79,3.908,0.71202,inf
25.5625,82,19.215,1.7107,inf
25.5625,79,3.732,1.12057,inf
25.5625,80,3.283,1.58359,inf
25.5625,83,6.712,2.21912,inf
25.5625,84,5.847,2.16011,inf
25.625,84,2.306,2.39162,inf
25.5625,83,3.219,2.42793,inf
25.625,83,0,2.40524,inf
25.625,82,2.226,1.25675,inf
25.625,82,0,1.15234,inf
25.5625,82,3.203,2.03754,inf
25.625,81,0,1.31123,inf
25.625,82,0,1.28853,inf
25.625,82,2.082,2.25543,inf
25.625,82,19.872,2.15557,inf
25.625,82,3.46,1.23859,inf
25.625,79,0,1.0434,inf
25.625,81,3.251,1.23405,inf
25.5625,81,3.452,1.67438,inf
25.625,81,0,1.62445,inf
25.625,81,6.431,1.91951,inf
25.625,80,2.466,1.08879,inf
25.625,80,17.308,1.78787,inf
25.625,80,3.348,0.998,inf
25.625,79,2.218,1.67438,inf
25.625,77,3.34,1.21136,inf
25.625,76,2.026,2.40978,inf
25.625,77,1.666,2.49603,inf
25.625,76,3.171,1.37478,inf
25.625,76,3.035,0.8255,inf
25.625,76,18.55,2.0557,inf
25.6875,76,4.485,2.42339,inf
25.625,76,0,1.35208,inf
25.625,77,2.026,2.01484,inf
25.625,77,3.812,1.54728,inf
25.625,77,2.026,2.44609,inf
25.6875,77,8.866,2.5278,inf
25.625,76,16.532,2.14195,inf
25.625,75,18.109,2.22366,inf
25.625,75,2.723,1.80149,inf
25.625,75,2.643,1.62445,inf
25.6875,76,2.723,1.78787,inf
25.625,78,2.659,1.89228,inf
25.625,77,13.608,2.16918,inf
25.625,81,0,1.96945,inf
25.625,79,0,1.64261,inf
25.625,83,0,1.86958,inf
25.6875,80,1.842,2.60497,inf
25.625,78,1.874,2.56866,inf
25.625,77,3.107,1.60175,inf
25.625,76,2.018,2.53688,inf
25.6875,81,3.123,1.64715,inf
25.6875,77,3.283,1.81965,inf
25.625,77,1.93,2.56866,inf
25.6875,77,3.171,1.37024,inf
25.6875,77,2.499,1.27945,inf
25.6875,77,12.487,2.2055,inf
25.6875,77,3.788,1.12057,inf
25.6875,78,1.922,2.47787,inf
25.6875,77,0,1.5155,inf
25.6875,78,0,1.15688,inf
25.6875,80,2.066,2.31899,inf
25.6875,77,3.283,1.30215,inf
25.6875,77,12.318,2.42339,inf
25.6875,78,1.978,2.53688,inf
25.6875,78,1.97,2.60497,inf
25.6875,78,0,1.82419,inf
25.6875,78,1.978,2.36892,inf
25.6875,82,3.123,1.67438,inf
25.6875,81,2.018,2.45063,inf
25.6875,81,0,1.60175,inf
25.6875,82,0,1.1705,inf
25.6875,82,2.01,2.36438,inf
25.6875,82,2.33,1.8378,inf
25.6875,82,3.924,1.14327,inf
25.75,82,19.872,1.28853,inf
25.6875,81,2.531,1.79695,inf
25.6875,81,0,0.93445,inf
25.6875,81,5.783,2.2282,inf
25.6875,81,3.34,1.46557,inf
25.6875,81,2.234,2.44609,inf
25.625,80,2.138,2.45063,inf
25.6875,80,12.278,2.45063,inf
25.6875,80,3.187,1.86958,inf
25.6875,80,5.534,1.37024,inf
25.6875,81,17.228,2.29629,inf
25.6875,81,0.048,1.31123,inf
25.6875,80,1.874,2.378,inf
25.6875,81,0,1.72886,inf
25.75,81,10.372,2.48241,inf
25.75,82,0,1.60175,inf
25.75,83,18.39,1.1478,inf
25.6875,86,16.716,1.96491,inf
25.6875,84,3.155,1.37478,inf
25.6875,84,2.154,2.0784,inf
25.75,84,6.792,2.34168,inf
25.75,84,17.373,2.14649,inf
25.6875,84,2.971,1.46103,inf
25.6875,85,0,1.73794,inf
25.6875,85,8.514,2.5278,inf
25.6875,85,3.235,1.37478,inf
25.75,85,10.004,1.28853,inf
25.6875,85,6.672,1.57905,inf
25.6875,85,0,0.91629,inf
25.75,84,3.7,0.1355,inf
25.6875,85,10.164,1.78333,inf
25.6875,85,0,1.28399,inf
25.6875,85,6.127,2.10109,inf
25.75,85,2.026,2.23274,inf
25.6875,85,4.917,0.35794,inf
25.6875,85,0.576,2.02846,inf
25.6875,85,2.346,1.72886,inf
25.75,85,6.704,2.30991,inf
25.6875,85,18.638,2.07386,inf
25.75,85,2.883,1.24767,inf
25.75,84,2.17,2.1828,inf
25.75,84,0,1.40201,inf
25.6875,84,2.114,2.28267,inf
25.75,83,6.023,1.09333,inf
25.6875,83,0,0.36702,inf
25.8125,82,2.018,2.3553,inf
25.75,83,1.89,2.45517,inf
25.75,83,1.882,2.10563,inf
25.75,82,0,2.31445,inf
25.6875,82,0,1.08425,inf
25.75,84,0,1.27945,inf
25.75,84,0,1.35208,inf
25.6875,84,0,1.37478,inf
25.75,84,3.115,1.34754,inf
25.75,84,0,1.28853,inf
25.75,84,1.866,2.38708,inf
25.75,84,2.002,2.09201,inf
25.75,83,1.818,2.4007,inf
25.75,83,0,1.07971,inf
25.8125,83,0.632,2.25543,inf
25.75,83,4.381,2.01484,inf
25.75,83,0,1.05702,inf
25.6875,83,2.026,1.25675,inf
25.75,83,0,1.26129,inf
25.75,83,1.922,2.2282,inf
25.75,83,3.099,2.40978,inf
25.75,83,3.732,0.76195,inf
25.6875,82,0,1.58359,inf
25.75,82,3.972,0.26715,inf
25.75,82,2.05,1.58359,inf
25.75,83,3.115,1.08425,inf
25.75,83,7.264,2.21004,inf
25.75,83,2.042,2.30537,inf
25.75,83,18.598,2.378,inf
25.75,83,1.77,1.58359,inf
25.75,83,2.971,2.43701,inf
25.75,83,2.995,2.5505,inf
25.75,84,2.346,0.65754,inf
25.75,84,6.575,1.29761,inf
25.75,83,2.346,0.61215,inf
25.75,85,20.4,1.86958,inf
25.75,83,0,1.87866,inf
25.75,83,3.283,2.30537,inf
25.75,83,7.921,2.46425,inf
25.8125,83,3.508,2.44609,inf
25.8125,83,0,1.61991,inf
25.8125,83,17.156,1.94675,inf
25.75,73,16.091,15.45166,inf
25.75,78,0,1.39748,1541.76294
25.6875,78,6.888,3.03168,504930.8438
25.75,78,4.429,3.63543,121334088
25.6875,80,0,3.47201,inf
25.75,79,6.111,2.378,2167664128
25.75,79,0,2.88642,inf
25.75,79,7.136,7.10358,inf
25.75,79,0,7.04911,inf
25.75,77,6.407,6.99464,inf
25.8125,77,9.123,2.85918,inf
25.75,78,5.222,2.63675,inf
25.75,79,7.489,2.41885,inf
25.75,82,6.784,0.34432,inf
25.75,80,6.928,1.58813,inf
25.75,78,0,2.00122,inf
25.75,75,6.207,6.96286,7530153.5
25.75,75,7.617,0.56675,9453936
25.75,74,27.305,2.02846,153073904
25.75,73,4.549,2.85918,inf
25.8125,74,25.655,6.60424,inf
25.75,76,24.269,1.93313,19449161728
25.75,74,0,5.74174,inf
25.75,71,0,5.62826,inf
25.75,69,0,5.48753,inf
25.75,69,0,5.4149,inf
25.75,73,0,5.12892,inf
25.8125,71,0,5.07898,inf
25.75,71,3.035,0.85274,inf
25.75,70,0,5.38313,inf
25.75,70,0,5.68727,inf
25.75,69,0,5.64641,inf
25.75,70,0,5.70997,inf
25.75,71,5.534,-1.18094,inf
25.75,71,8.466,1.15234,inf
25.75,71,6.263,1.45195,inf
25.75,71,4.845,-0.88588,inf
25.8125,72,5.31,0.3307,inf
25.8125,71,2.258,-0.75877,inf
25.75,72,0,0.11735,inf
25.8125,69,0,5.76898,inf
25.8125,72,0,5.72359,inf
25.8125,73,20.961,5.4149,inf
25.875,74,6.471,1.07971,inf
25.8125,73,0.56,0.12643,inf
25.8125,70,6.583,5.9778,inf
25.8125,69,7.929,6.10036,inf
25.875,72,0,6.06858,inf
25.8125,72,8.266,6.03227,inf
25.8125,71,0,6.10036,inf
25.8125,71,7.833,6.17753,inf
25.8125,71,8.722,6.17753,inf
25.8125,72,7.24,6.20023,inf
25.8125,71,8.866,6.21839,inf
25.8125,73,30.805,6.22747,inf
25.8125,74,10.684,6.22747,inf
25.875,75,8.914,6.22747,inf
25.875,75,8.394,6.20477,inf
25.8125,74,0,6.27286,inf
25.8125,74,10.14,6.22747,inf
25.8125,74,7.641,6.26832,inf
25.8125,74,9.795,6.22747,inf
25.8125,76,7.441,6.22747,inf
25.875,74,7.937,6.21385,inf
25.875,75,8.506,6.20023,inf
25.875,75,7.529,6.22293,inf
25.875,75,10.164,6.21385,inf
25.875,75,8.922,6.22293,inf
25.875,75,18.254,6.23654,91130019840
25.8125,75,0,6.25016,inf
25.875,75,25.358,6.25924,inf
25.875,75,0,6.28194,inf
25.875,75,7.777,6.29102,inf
25.875,76,0,6.28648,inf
25.875,76,0,6.28648,inf
25.875,76,28.778,6.35003,inf
25.875,76,6.968,6.29102,inf
25.875,76,0,6.28648,inf
25.875,77,0,6.3001,inf
25.875,77,7.352,6.30464,inf
25.875,77,7.505,6.3001,inf
25.875,77,0,6.31372,inf
25.8125,77,0,6.32733,inf
25.875,77,0,6.30464,inf
25.875,77,30.004,6.32733,inf
25.875,78,8.53,6.32279,inf
25.875,79,7.336,6.34095,inf
25.9375,77,0,6.37727,inf
25.875,77,0,6.38635,inf
25.9375,76,0,6.39543,inf
25.9375,78,7.04,6.38635,inf
25.9375,78,0,6.38181,inf
25.875,78,0,6.37727,inf
25.9375,78,9.075,6.39543,inf
25.875,78,8.209,6.38181,inf
25.875,77,23.772,6.39543,inf
25.875,77,7.641,6.37727,inf
25.875,77,6.407,6.38635,inf
25.8125,77,6.728,6.38635,inf
25.875,77,8.217,6.4045,inf
25.9375,76,25.502,6.4045,inf
25.875,77,9.435,6.41358,inf
25.875,77,8.61,6.4726,inf
25.875,77,0,6.44082,inf
25.875,77,27.289,6.44536,inf
25.875,77,8.233,6.44536,inf
25.875,77,10.757,6.4499,inf
25.875,77,6.976,6.4499,inf
25.875,77,0,6.46352,inf
25.875,77,0,6.46806,inf
25.875,77,7.216,6.49075,inf
25.875,77,8.458,6.49075,inf
25.9375,77,8.514,6.49075,inf
25.9375,78,8.25,6.50437,inf
25.875,78,8.121,6.50891,inf
25.875,77,18.117,6.49529,inf
25.875,77,8.009,6.51345,inf
25.875,80,8.602,6.51799,inf
25.9375,78,11.285,6.54977,inf
25.9375,78,0,6.51799,inf
25.875,77,7.729,6.51799,inf
25.9375,76,8.698,6.51799,inf
25.9375,77,8.418,6.51799,inf
25.9375,77,8.65,6.52253,inf
25.9375,79,6.976,6.51799,inf
25.9375,79,7.04,6.52253,inf
25.9375,81,7.328,6.52707,inf
25.9375,79,7.977,6.54977,inf
25.9375,79,6.88,6.54523,inf
25.875,79,0,6.56339,inf
25.875,81,26.736,6.55885,inf
25.9375,79,6.92,6.56793,inf
25.9375,79,6.728,6.55885,inf
25.9375,79,0,6.58608,inf
25.9375,79,6.88,6.577,inf
25.9375,79,0,6.577,inf
25.875,79,8.394,6.58608,inf
25.9375,80,0,6.60424,inf
25.9375,80,5.887,6.61786,inf
25.9375,80,6.792,6.60424,inf
25.9375,80,30.028,6.5997,inf
25.9375,80,8.201,6.61786,inf
25.9375,80,15.939,6.70411,inf
25.9375,80,8.025,6.63602,inf
25.9375,80,26.127,6.6451,inf
25.9375,80,6.728,6.64056,inf
26,81,0,6.6451,inf
25.9375,81,8.474,6.64964,inf
25.9375,81,6.583,6.58608,inf
25.9375,81,0,6.66325,inf
25.9375,82,0,6.66325,inf
25.9375,81,6.888,6.66325,inf
25.9375,81,9.611,6.66325,inf
25.9375,81,6.095,6.66325,inf
25.9375,81,0,6.66325,inf
25.9375,80,0,6.66325,inf
26,80,0,6.66325,inf
26,80,8.003,6.66325,inf
25.9375,79,0,6.66325,inf
26,80,0,6.66325,inf
25.9375,80,2.547,6.65871,inf
25.9375,80,6.656,6.66325,inf
26,80,7.417,6.66325,inf
25.9375,80,0,6.66325,inf
26,80,7.538,6.66325,inf
26,79,21.565,6.66325,inf
25.9375,80,6.608,6.65871,inf
25.9375,81,16.003,6.66325,inf
25.9375,80,15.37,6.67233,inf
25.9375,81,7.681,6.66325,inf
25.9375,80,0,6.72681,inf
25.9375,81,29.451,6.66325,inf
25.9375,80,6.816,6.67687,inf
25.9375,81,8.442,6.67233,inf
25.9375,82,11.421,6.67233,inf
25.9375,81,8.113,6.66325,inf
25.9375,84,7.673,6.66325,inf
25.9375,81,7.761,6.67233,inf
25.9375,81,27.088,6.66325,inf
26,81,0,6.66779,inf
25.9375,81,8.177,6.67687,inf
25.9375,82,6.64,6.67687,inf
25.9375,81,16.211,6.68595,inf
26,81,0.822,6.67687,inf
26,81,6.008,6.66325,inf
25.9375,82,5.142,6.69049,inf
26,82,15.595,6.66325,inf
25.9375,82,36.7,6.67233,inf
26,82,0.403,6.69503,inf
26,82,11.475,6.70865,inf
26,82,5.894,6.73135,inf
25.9375,82,9.387,6.73135,inf
26,82,7.386,6.72227,inf
25.9375,82,8.482,6.72227,inf
25.9375,82,9.387,6.71773,inf
25.9375,82,8.217,6.72227,inf
25.9375,82,20.801,6.71319,inf
26,82,30.003,6.71319,inf
25.9375,82,0,6.73135,inf
25.9375,82,16.74,6.72681,inf
25.9375,82,7.969,6.74496,inf
25.9375,82,6.375,6.73589,inf
26,82,3.099,6.7495,inf
26,82,6.16,6.74496,inf
25.9375,82,0,6.74043,inf
25.9375,82,34.834,6.73589,inf
25.9375,82,6.087,6.74496,inf
25.9375,82,7.673,6.74043,inf
26,82,22.936,6.74043,inf
26,82,6.625,6.73589,inf
26,82,7.683,6.73589,inf
26,82,0,6.74043,inf
26,82,7.584,6.74043,inf
25.9375,82,6.071,6.73589,inf
26,82,3.944,6.73589,inf
26,82,6.533,6.73589,inf
26,80,27.672,6.73135,inf
26,79,7.424,6.73135,inf
26,79,7.538,6.73589,inf
26,80,7.66,6.74043,inf
26,80,7.729,6.75404,inf
26,80,0,6.74043,inf
26,80,0,6.72227,inf
26,80,5.452,6.7495,inf
26,80,25.776,6.7495,inf
26,79,10.531,6.76766,inf
26.0625,80,28.305,6.77674,inf
26,80,7.79,6.76312,inf
26.0625,81,9.64,6.77674,inf
26,80,21.291,6.78582,inf
26,80,29.934,6.79944,inf
26,80,6.731,6.79944,inf
26,80,5.665,6.75858,inf
26,81,6.465,6.77674,inf
26,81,0,6.76312,inf
26,81,28.708,6.76312,inf
26,81,2.68,6.75404,inf
26.0625,80,6.373,6.75858,inf
26.0625,81,8.315,6.7495,inf
26.0625,81,26.469,6.75858,inf
26,81,6.944,6.75404,inf
26.0625,82,34.358,6.75858,30466895872
26.0625,81,7.615,6.76766,inf
26.0625,79,5.513,6.80852,16648622
26,81,8.3,6.75858,767226560
26.0625,83,7.797,6.75404,740600.75
26.0625,80,30.064,6.78128,1885679.75
26,80,7.637,6.83121,464484.875
26.0625,80,0,6.79944,346731.2813
26,80,29.637,6.79944,464484.875
26.0625,80,28.822,6.7949,504930.8438
26,81,6.678,6.7949,313307.1563
26.0625,80,6.526,6.80398,477501.3125
26,81,6.952,6.80852,763925.1875
26.0625,81,7.142,6.80852,4278276
26.0625,81,16.775,6.80852,1130596.375
26,81,6.96,6.80852,519383.9063
26.0625,82,8.429,6.79944,1885679.75
26.0625,82,8.886,6.78582,813397.75
26,82,0,6.78582,405625.625
26.0625,82,5.81,6.7949,329491.4063
26.125,81,20.08,6.78582,213776.5156
26.0625,81,7.477,6.80852,153844.6875
26.0625,82,5.597,6.80398,163973
26.125,82,8.079,6.79036,147521.5313
26.0625,82,0,6.80398,171186
26.0625,82,6.83,6.80398,160507.0938
26.0625,82,5.558,6.7949,127777.1094
26,82,7.599,6.80398,313307.1563
26,82,6.419,6.80398,329491.4063
26,82,6.251,6.80852,298099.25
26.0625,82,7.576,6.80398,504930.8438
26,82,0,6.80852,464484.875
26.0625,81,28.388,6.81306,675741.5625
26.0625,81,0,6.85845,1170220.25
26.0625,82,7.584,6.80852,263905.375
26.0625,81,34.991,6.80398,740600.75
26.0625,81,0,6.81306,1745590.75
26.0625,82,0,6.81306,1254843.75
26.0625,83,12.107,6.81306,1502349.25
26.0625,83,0,6.83121,1618272
26.0625,84,7.219,6.80852,141515.875
26.0625,83,0,6.80852,1558953.5
26.0625,83,5.657,6.80852,955763.25
26.0625,82,6.114,6.80852,4713923
26.0625,83,6.541,6.80852,895349.875
26.0625,82,25.243,6.84937,1254843.75
26,82,7.965,6.80852,346731.2813
26,82,5.734,6.80398,895349.875
26.0625,83,10.859,6.80852,987864.4375
26,82,0,6.80398,3715173.75
26.0625,83,10.82,6.80398,11315202
26.0625,83,5.81,6.79944,34995800
26.0625,83,5.947,6.79944,13659938
26.0625,83,5.201,6.80398,5476937.5
26.0625,83,3.708,6.80398,4952500.5
26.0625,82,7.158,6.80852,4713923
26.0625,83,0,6.81306,464484.875
26.0625,83,5.711,6.80852,1618272
26.0625,83,0,6.80852,895349.875
26.0625,83,6.343,6.80852,4278276
26,82,0,6.80852,1254843.75
26.0625,83,17.682,6.81306,3390793.5
26.0625,83,1.393,6.80852,257661.0781
26,83,7.097,6.81306,178796.4375
26.0625,83,0,6.80852,208967.2656
26,83,3.129,6.80852,208967.2656
26,83,18.58,6.80852,72564.90625
26.0625,83,24.154,6.80398,54287.89844
26.0625,83,0,6.80852,60009.34375
26,84,6.922,6.80398,66491.92187
26,84,27.665,6.80852,76538.40625
26,83,7.043,6.80398,67655.02344
26.0625,83,6.922,6.80852,102920.7969
26,82,0,6.85845,111202.3906
26,84,6.396,6.79944,55193.00781
26.0625,83,3.792,6.80852,27342.62305
26,84,5.726,6.80852,22235.10742
26,83,6.396,6.81306,45441.60547
26.0625,82,6.99,6.81306,31102.80273
26.0625,84,5.795,6.80852,22537.13477
26.0625,84,6.571,6.80852,25143.01172
26.0625,83,6.99,6.80852,26960.0625
26.0625,83,0,6.80852,18725.80859
26.0625,84,9.198,6.80852,18247.92578
26.0625,84,0,6.80852,14915.29883
26.0625,83,6.564,6.81306,25143.01172
26.0625,85,0,6.80852,4950.57666
26.0625,83,14.94,6.80852,11197.6377
26.0625,81,7.226,6.80852,6555.31006
26.125,82,6.693,6.80398,7200.51611
26.0625,82,1.797,6.80852,5859.12354
26.0625,82,29.896,6.80852,7050.72803
26,83,27.81,6.80398,8364.50684
26.0625,82,8.627,6.8176,5198.92871
26.0625,82,16.425,6.80852,8184.91748
26.0625,82,7.34,6.80852,5517.12061
26.0625,83,5.65,6.80852,4808.42969
26.0625,82,5.612,6.80398,2777.00977
26.0625,82,6.594,6.80852,2951.7002
26.0625,82,8.178,6.80398,3139.73096
26.125,83,3.548,6.80398,2068.70166
26.0625,82,11.94,6.80852,2002.35193
26.0625,82,13.927,6.80398,2900.48145
26.0625,82,5.498,6.80852,2401.81665
26.0625,83,7.295,6.7949,1970.1333
26.0625,81,6.48,6.77674,1938.53235
26.0625,83,17.43,6.80398,1847.28821
26.0625,83,6.381,6.7949,1304.22742
26.0625,83,5.178,6.79944,1333.91724
26.0625,83,5.345,6.78582,1228.80835
26.0625,83,21.725,6.79944,908.11548
26.0625,83,20.629,6.80852,841.2066
26.0625,83,5.193,6.79944,901.78113
26.0625,83,5.292,6.80398,1002.58392
26.0625,83,0,6.79036,1017.00726
26.0625,83,0.731,6.79036,1039.10547
26.0625,83,4.904,6.79944,883.08344
26.0625,82,6.731,6.7949,812.72266
26,85,5.947,6.82214,638.03497
26,82,6.092,6.82214,748.87585
26.0625,82,6.625,6.80852,780.03149
26.0625,82,1.568,6.8176,1002.58392
26.0625,82,0,6.80852,1017.00726
26.0625,82,4.409,6.79944,870.87268
26.0625,82,0,6.79036,841.2066
26,82,4.926,6.80398,858.85889
26,82,4.69,6.78128,812.72266
26,82,8.094,6.77674,841.2066
26.0625,82,6.823,6.76312,700.14325
26.0625,81,12.024,6.76312,724.02747
26.0625,82,13.44,6.75404,681.69965
26.0625,82,24.474,6.76312,528.79272
26.0625,82,3.967,6.75404,593.74139
26.0625,82,6.29,6.7495,483.98004
26,82,6.663,6.75858,449.07004
26,82,0,6.76312,549.47272
26,83,6.457,6.7495,549.47272
26.0625,83,6.419,6.7495,549.47272
26,83,1.606,6.7495,502.6196
26,83,6.944,6.76312,449.07004
26,83,6.092,6.73589,394.7926
26,81,30.147,6.73589,474.96387
26,81,5.048,6.73589,582.29382
26.0625,81,6.419,6.73589,593.74139
26,81,6.457,6.72227,621.49304
26,81,0,6.73589,449.07004
26,80,0,6.74496,601.51935
26,80,0,6.73589,571.10406
26.0625,81,6.99,6.73589,422.2063
26,80,4.607,6.74043,646.49841
26,81,23.53,6.72227,567.43127
26,81,6.396,6.73589,605.45367
26,81,0,6.73589,629.70129
26,81,16.349,6.74043,748.87585
26,81,6.274,6.73589,609.41833
26,81,0,6.73589,655.09406
26,81,4.393,6.73135,690.84827
26,81,13.219,6.73135,709.58368
26,81,4.904,6.73589,728.91772
26,81,0,6.73135,876.95178
26,81,6.274,6.73589,847.0423
26,81,21.877,6.73589,724.02747
26,81,0,6.73589,700.14325
26,81,26.408,6.73135,605.45367
26,81,1.5,6.73589,743.82629
26,82,7.059,6.73589,700.14325
26.0625,82,6.343,6.72681,677.1795
26,82,4.805,6.72681,748.87585
26,82,26.576,6.72681,409.4798
26.0625,82,0.578,6.72681,549.47272
26.0625,82,29.165,6.73589,539.0166
26,82,4.911,6.74043,663.82581
26,82,5.063,6.74043,738.81854
26,82,6.373,6.74043,451.86362
26,82,0,6.73589,655.09406
26,82,0,6.73589,539.0166
26,82,5.01,6.72681,549.47272
26,82,0,6.73135,553.0097
26,82,13.6,6.73135,549.47272
26,82,6.396,6.73589,440.80701
26,82,0,6.72681,463.24637
26,82,8.856,6.73589,505.80621
26,82,0,6.73589,663.82581
26.0625,82,0,6.73589,743.82629
26,82,16.098,6.73589,724.02747
26,82,0,6.73589,733.84845
26,82,6.031,6.72227,629.70129
26,82,5.65,6.72227,609.41833
26.0625,83,5.246,6.71773,593.74139
26,82,7.31,6.72681,574.80627
26.0625,82,6.564,6.71319,589.89618
26,83,3.35,6.71773,759.09497
26,83,6.084,6.71319,759.09497
26,83,14.125,6.72227,704.84412
25.9375,83,32.046,6.71319,1069.46143
26,82,4.508,6.71319,812.72266
26,83,10.859,6.69049,650.7804
26,83,5.109,6.69049,617.43781
26,83,15.869,6.67687,605.45367
26,83,29.919,6.68595,920.94769
26,83,5.208,6.67233,785.36993
26,83,6.586,6.66779,515.51147
26,83,12.762,6.66779,553.0097
26,83,4.279,6.68141,515.51147
26,83,15.428,6.67233,593.74139
26,83,4.858,6.66779,549.47272
26,83,6.244,6.66325,532.17456
26,83,6.548,6.66325,621.49304
26,83,6.807,6.66325,586.08142
26,83,6.244,6.66325,629.70129
26,83,0,6.66325,597.61639
26,84,0,6.66325,549.47272
